stratum,channel,wz_center,n,F,partial_R2_chi,slope_dF_dchi,chi_swing_abs,channel_rms,rel_swing
psi<0.5,Fpar,0.625,66194871,64.525912454966,9.747863747489303e-07,-5.001374619189542,0.040010996953516335,16.030557589296112,0.0024959204775404937
psi<0.5,Fpar,1.875,15945643,73.14372193324881,4.587047866487791e-06,-10.004132022228127,0.08003305617782502,15.729621080981701,0.005088047306784207
psi<0.5,Fpar,3.125,9663945,67.00084334548083,6.933032133747671e-06,-11.609695322798844,0.09287756258239076,15.76852370374894,0.005890060751870467
psi<0.5,Fpar,4.375,7261438,186.2572607213513,2.5649563371608947e-05,-20.674665094229198,0.16539732075383362,15.563982688854955,0.010626927828201146
psi<0.5,Fpar,5.625,5069621,97.79069249392471,1.9289209152259393e-05,-16.17703107263725,0.129416248581098,15.691765361880542,0.008247398912520344
psi<0.5,Fpar,6.875,2989730,87.72312041402434,2.9340713248862675e-05,-18.937437652228734,0.1514995012178299,16.508721033242683,0.009176937505501722
psi<0.5,Fpar,8.125,1051614,51.646869160017644,4.911001068055171e-05,25.911283661872712,0.20729026929498173,18.62390501840249,0.011130333251278714
psi<0.5,Fpar,9.375,42813,85.28409033732143,0.001988424468294323,258.1074439154801,2.064859551323841,19.776786962891446,0.10440824160154427
psi<0.5,Fperp,0.625,66194871,67.67247826117898,1.022321174688324e-06,1.7638639927611097,0.014110911942088878,5.54587855465845,0.002544396131833059
psi<0.5,Fperp,1.875,15945643,93.15691621485662,5.842124056064213e-06,7.958951737370945,0.06367161389896757,10.861199150655455,0.005862300563296926
psi<0.5,Fperp,3.125,9663945,359.7680629107343,3.722651619372421e-05,25.07132046904256,0.2005705637523405,13.294600417003752,0.0150866184361443
psi<0.5,Fperp,4.375,7261438,54.209563959770115,7.465356924377618e-06,13.092953174239502,0.10474362539391602,14.794618003865265,0.0070798465608608845
psi<0.5,Fperp,5.625,5069621,19.44941243324406,3.836454903541013e-06,10.589152937290724,0.0847132234983258,16.469861186450757,0.005143529902244515
psi<0.5,Fperp,6.875,2989730,154.64728442282887,5.172365096966104e-05,-42.37038650897848,0.33896309207182784,17.998640003412437,0.018832705804858723
psi<0.5,Fperp,8.125,1051614,571.4164143099354,0.0005430804239627928,-155.5185420884358,1.2441483367074866,19.75574025126895,0.06297654863262198
psi<0.5,Fperp,9.375,42813,23.72698681333344,0.000553997012814292,-149.9157145417103,1.1993257163336823,21.765779124729523,0.05510143741976367
0.5<=psi<2,Fpar,0.625,2741479,0.04375884388324389,1.5961817267660498e-08,-0.6287535744308588,0.00503002859544687,16.93195193132282,0.0002970731676920072
0.5<=psi<2,Fpar,1.875,2169393,43.82688008598169,2.020204569285457e-05,21.41336971928889,0.17130695775431115,16.293716551606096,0.010513682204532101
0.5<=psi<2,Fpar,3.125,1220315,28.421277602254133,2.328974509503641e-05,22.04906613351292,0.17639252906810338,16.139418181894943,0.01092929912838983
0.5<=psi<2,Fpar,4.375,716875,1.0859371529972244,1.5148375121415845e-06,-5.261171951097124,0.04208937560877699,15.664998494687348,0.0026868419823373266
0.5<=psi<2,Fpar,5.625,484314,2.0786878464463254,4.2920864425071005e-06,-7.9942166588087336,0.06395373327046987,14.40080374357371,0.004440983601280513
0.5<=psi<2,Fpar,6.875,307867,85.99123853248302,0.0002792431123160785,58.21596586704584,0.4657277269363667,13.1994519240994,0.03528386857381909
0.5<=psi<2,Fpar,8.125,151998,312.3620019634623,0.0020509468717649112,150.77154333688588,1.2061723466950873,12.502027050138947,0.0964781424530418
0.5<=psi<2,Fpar,9.375,51506,18.420755180758036,0.00035757749642189446,61.84196357817982,0.49473570862543864,11.807823716038756,0.04189897482577007
0.5<=psi<2,Fpar,10.625,8766,19.250544920594518,0.0021934816949518497,-170.88020263146836,1.367041621051747,12.086626836509092,0.11310365079878494
0.5<=psi<2,Fperp,0.625,2741479,9.101378742484448,3.319878943416781e-06,-4.930168033616866,0.03944134426893493,8.758020081761385,0.0045034544224295285
0.5<=psi<2,Fperp,1.875,2169393,26.767314331596985,1.2338518244165514e-05,10.563408069445865,0.08450726455556692,9.752480267917138,0.008665207437903933
0.5<=psi<2,Fperp,3.125,1220315,151.98141080369072,0.00012452817968219268,40.50392134336372,0.3240313707469098,12.141020345717818,0.026688973539295387
0.5<=psi<2,Fperp,4.375,716875,197.62055148335574,0.00027559695655926406,67.87742508730265,0.5430194006984213,14.725367214201844,0.036876459024716715
0.5<=psi<2,Fperp,5.625,484314,452.5180419339855,0.0009334936026610327,125.69226737429322,1.0055381389943459,16.225554254589948,0.06197249864114166
0.5<=psi<2,Fperp,6.875,307867,728.6006968334029,0.0023610898697095616,189.11628814318385,1.5129303051454708,17.17491034505552,0.08808956057118679
0.5<=psi<2,Fperp,8.125,151998,786.6752993530233,0.005149218275825581,287.95919337120796,2.3036735469696636,18.318601358180626,0.1257559735007226
0.5<=psi<2,Fperp,9.375,51506,524.0650606532975,0.010074093255150976,461.0533922038043,3.688427137630435,19.986774657819602,0.18454338935508932
0.5<=psi<2,Fperp,10.625,8766,149.52196262784403,0.016787918253078446,710.7246168675849,5.685796934940679,21.697287585102146,0.2620510472859602
psi>=2,Fpar,0.625,1835092,156.4280683116074,8.523578227406349e-05,30.175585866526166,0.24140468693220934,13.502059908109013,0.01787910056503508
psi>=2,Fpar,1.875,1866581,82.73292620240714,4.4321493816220355e-05,20.460779635813466,0.16368623708650776,12.671322678029963,0.012917849323679002
psi>=2,Fpar,3.125,1906257,43.41949631474706,2.2776945786295083e-05,13.617292905559019,0.10893834324447216,11.609835819453702,0.009383280258100861
psi>=2,Fpar,4.375,1943458,90.90170879696704,4.677120789598636e-05,18.718025011097367,0.14974420008877895,10.65658415921815,0.014051801013483982
psi>=2,Fpar,5.625,1852252,150.92801815420998,8.147727968191162e-05,24.93132999278272,0.19945063994226178,9.97300661037896,0.019999048204248904
psi>=2,Fpar,6.875,1476335,343.49602246749083,0.00023261537086851595,44.12824416704908,0.3530259533363927,9.669595363434889,0.03650886516630711
psi>=2,Fpar,8.125,1102972,1534.914033813077,0.0013896939182142152,110.45216711050108,0.8836173368840087,9.262334312916291,0.0953989898261184
psi>=2,Fpar,9.375,999135,3304.200225761583,0.0032961898245059164,174.4637186147535,1.3957097489180281,8.744125372750771,0.15961685010458154
psi>=2,Fpar,10.625,725908,1798.711148985483,0.0024717834362093013,161.46357496554904,1.2917085997243924,8.605474723212973,0.15010311938283344
psi>=2,Fpar,11.875,290544,263.5977241763216,0.0009064614693443093,117.71058253938185,0.9416846603150548,8.908663994924801,0.10570436384754499
psi>=2,Fpar,13.125,41557,772.6463193302736,0.018256527959720933,-667.8228825357639,5.3425830602861115,9.231565722895413,0.5787298948688467
psi>=2,Fpar,14.375,581,40.51831497549219,0.06593508116533209,-4348.4012254228455,34.78720980338277,8.759786383076868,3.9712395122543835
psi>=2,Fperp,0.625,1835092,635.6812565760206,0.00034628468025443176,86.00414958466337,0.688033196677307,20.615287970861697,0.03337490107583241
psi>=2,Fperp,1.875,1866581,786.4704610066083,0.0004211673727607573,90.59266612794436,0.7247413290235549,20.481038661420218,0.03538596557550266
psi>=2,Fperp,3.125,1906257,528.919993936761,0.0002773895511271674,70.38495220713737,0.563079617657099,20.465429053006034,0.027513697181657276
psi>=2,Fperp,4.375,1943458,48.87953560720238,2.5150290165936273e-05,20.606321782944,0.164850574263552,20.584677327652134,0.008008411870615156
psi>=2,Fperp,5.625,1852252,656.9495206637409,0.0003545520743490174,-77.17262798077886,0.6173810238462308,20.991013194519226,0.029411682900920173
psi>=2,Fperp,6.875,1476335,6899.76027239804,0.0046518611375323485,-276.1802540776733,2.2094420326213866,21.601692497785315,0.1022809686253939
psi>=2,Fperp,8.125,1102972,3399.2190649193076,0.0030724287275394097,-210.48098870687366,1.6838479096549894,21.071169615468897,0.07991240829929216
psi>=2,Fperp,9.375,999135,0.3923719716938439,3.927150505576526e-07,-2.2510256777547215,0.018008205422037776,20.88863073254577,0.0008621055947903701
psi>=2,Fperp,10.625,725908,4.715620795455798,6.496206995473197e-06,-9.969507324504715,0.07975605859603772,21.604987938443834,0.0036915576543377787
psi>=2,Fperp,11.875,290544,49.02092563554704,0.00016869793968503233,-61.786347736301884,0.4942907818904151,23.154045290860385,0.021347923254064243
psi>=2,Fperp,13.125,41557,1012.1181037756331,0.023780345744390752,1246.001537868885,9.968012302951081,25.437522413244277,0.391862546242363
psi>=2,Fperp,14.375,581,61.59231409835805,0.09690537901757357,6561.615500133081,52.49292400106465,27.95869233580959,1.8775171374460717
